,loss,accuracy,val_loss,val_accuracy
0,1.0066545009613037,0.5361552238464355,1.0817556381225586,0.5714285969734192
1,0.7649701237678528,0.6701940298080444,1.081207036972046,0.5714285969734192
2,0.42783406376838684,0.8359788656234741,1.0780664682388306,0.5714285969734192
3,0.2357059270143509,0.922398567199707,1.0790750980377197,0.5714285969734192
4,0.08978676795959473,0.9753086566925049,1.0842747688293457,0.2539682686328888
5,0.03935106098651886,0.9876543283462524,1.092452883720398,0.2539682686328888
6,0.04628894105553627,0.9929453134536743,1.106261134147644,0.2539682686328888
7,0.029064621776342392,0.9964726567268372,1.118952751159668,0.2539682686328888
8,0.019920017570257187,0.9964726567268372,1.1379305124282837,0.2539682686328888
9,0.004852878861129284,0.998236358165741,1.1547173261642456,0.2539682686328888
10,0.009731489233672619,0.998236358165741,1.178283929824829,0.2539682686328888
11,0.011449748650193214,0.998236358165741,1.1965240240097046,0.2539682686328888
12,0.0025741171557456255,0.998236358165741,1.2094677686691284,0.2539682686328888
13,0.013695375062525272,0.998236358165741,1.2247488498687744,0.2539682686328888
14,0.005757951643317938,0.9964726567268372,1.2483810186386108,0.2539682686328888
15,0.009160246700048447,0.998236358165741,1.2488657236099243,0.2539682686328888
16,0.0015963276382535696,1.0,1.2775357961654663,0.2539682686328888
17,0.0032854441087692976,0.998236358165741,1.2990318536758423,0.2539682686328888
18,0.003021868411451578,0.998236358165741,1.3317524194717407,0.2539682686328888
19,0.0018236521864309907,0.998236358165741,1.3567540645599365,0.2539682686328888
20,0.0023403638042509556,1.0,1.3774524927139282,0.2539682686328888
21,0.007558905985206366,0.998236358165741,1.4379931688308716,0.2539682686328888
22,0.003142778528854251,0.998236358165741,1.4543269872665405,0.2539682686328888
23,0.007258845027536154,0.9964726567268372,1.5082767009735107,0.2539682686328888
24,0.009764226153492928,0.998236358165741,1.5738734006881714,0.2539682686328888
25,0.009857278317213058,0.9964726567268372,1.719388723373413,0.2539682686328888
26,0.004288668278604746,0.998236358165741,1.6941107511520386,0.2539682686328888
27,0.007031732704490423,0.9964726567268372,1.7684361934661865,0.2539682686328888
28,0.0045456914231181145,0.998236358165741,1.8434767723083496,0.2539682686328888
29,0.0065549639984965324,0.9964726567268372,1.9639325141906738,0.2539682686328888
30,0.0037574213929474354,0.998236358165741,2.017091989517212,0.2539682686328888
31,0.004157957620918751,0.998236358165741,2.081798791885376,0.2539682686328888
32,0.006202225107699633,0.9964726567268372,2.2451345920562744,0.2539682686328888
33,0.0030073956586420536,0.998236358165741,2.4200339317321777,0.2539682686328888
34,0.0035623570438474417,0.998236358165741,2.6337249279022217,0.2539682686328888
35,0.002798413624987006,0.998236358165741,2.799758195877075,0.2539682686328888
36,0.003980538342148066,0.9964726567268372,2.8973209857940674,0.2380952388048172
37,0.002221320988610387,1.0,2.9970812797546387,0.2380952388048172
38,0.004471321124583483,0.9964726567268372,2.9030063152313232,0.2698412835597992
39,0.0030127514619380236,0.9964726567268372,2.553359270095825,0.2857142984867096
40,0.0036850899923592806,0.9964726567268372,2.1583690643310547,0.30158731341362
41,0.0015961162280291319,1.0,1.9772573709487915,0.3174603283405304
42,0.005613372195512056,0.9964726567268372,1.8689258098602295,0.3968254029750824
43,0.002501767361536622,0.998236358165741,0.9824979305267334,0.6984127163887024
44,0.003614878049120307,0.998236358165741,0.9031386375427246,0.7142857313156128
45,0.0025725984014570713,0.998236358165741,1.0221906900405884,0.7142857313156128
46,0.003038313239812851,0.9964726567268372,0.9055058360099792,0.7301587462425232
47,0.00355505826883018,0.9964726567268372,0.8548901677131653,0.7460317611694336
48,0.0033809137530624866,0.998236358165741,0.8255705237388611,0.7936508059501648
49,0.0024918101262301207,0.998236358165741,0.7999510765075684,0.7936508059501648
50,0.003884445410221815,0.998236358165741,0.8187780976295471,0.7936508059501648
51,0.0021754326298832893,0.998236358165741,0.7004702091217041,0.8095238208770752
52,0.002319105202332139,1.0,0.7290521264076233,0.8095238208770752
53,0.004354674369096756,0.9964726567268372,0.7348812222480774,0.8095238208770752
54,0.0034069917164742947,0.9964726567268372,0.7303467988967896,0.8095238208770752
55,0.00442619901150465,0.9964726567268372,0.7270749807357788,0.8253968358039856
56,0.002604692243039608,0.998236358165741,0.7387275695800781,0.8253968358039856
57,0.0028445643838495016,0.998236358165741,0.7572727799415588,0.8253968358039856
58,0.003335034241899848,0.9964726567268372,0.7560880184173584,0.8253968358039856
59,0.002875672187656164,0.9964726567268372,0.7684755921363831,0.8253968358039856
60,0.003819376928731799,0.998236358165741,0.8069158792495728,0.8253968358039856
